,level_0,index,answerKey,question,choices,A,B,C,D,full_question,full_question_test,res_finetuned
180,180,1056,C,Where in your home would you keep a ballpoint pen when not in use?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['backpack', 'bank', 'desk drawer', 'eat cake', 'office desk'],
      dtype=object)}",backpack,bank,desk drawer,eat cake,,"Question: Where in your home would you keep a ballpoint pen when not in use? (A) backpack (B) bank (C) desk drawer (D) eat cake. 
The correct response is: "," (C) desk drawer 
The correct response is: (C) desk drawer 
The correct response is: (C) desk drawer 
The correct response is: (C) desk drawer "
181,181,567,D,"A potato is kept in the cellar, where is likely to be stored?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array([""farmer's market"", 'grocery bag', 'pantry', 'bushel basket',
       'fridge'], dtype=object)}",farmer's market,grocery bag,pantry,bushel basket,,"Question: A potato is kept in the cellar, where is likely to be stored? (A) farmer's market (B) grocery bag (C) pantry (D) bushel basket. 
The correct response is: "," (C) pantry 
The correct response is: (C) pantry 
The correct response is: (C) pantry 
The correct response is: (C) pantry 
The correct"
182,182,811,D,What do the feathers look like on birds found in the rainforest?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['pretty smart', 'singing', 'dark', 'very colorful', 'light'],
      dtype=object)}",pretty smart,singing,dark,very colorful,,"Question: What do the feathers look like on birds found in the rainforest? (A) pretty smart (B) singing (C) dark (D) very colorful. 
The correct response is: "," (D) very colorful 
The correct response is: (D) very colorful 
The correct response is: (D) very colorful 
The correct response is: (D) very colorful 
The correct response is: ("
183,183,845,B,Many homes in this country are built around a courtyard. Where is it?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['candidate', 'spain', 'lawn', 'asshole', 'office complex'],
      dtype=object)}",candidate,spain,lawn,asshole,,"Question: Many homes in this country are built around a courtyard. Where is it? (A) candidate (B) spain (C) lawn (D) asshole. 
The correct response is: "," (B) spain 
The correct response is: (B) spain 
The correct response is: (B) spain 
The correct response is: (B) spain 
The correct response is: (B)"
184,184,669,C,"If there is a pond with trees around it, where it it likely located?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['ground', 'bathroom', 'forest', 'countryside', 'rural area'],
      dtype=object)}",ground,bathroom,forest,countryside,,"Question: If there is a pond with trees around it, where it it likely located? (A) ground (B) bathroom (C) forest (D) countryside. 
The correct response is: "," (C) forest 
The correct response is: (C) forest 
The correct response is: (C) forest 
The correct response is: (C) forest 
The correct response is: (C) forest 
The"
185,185,587,C,Where would you hear a violin along side many string and wind instruments?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['school', 'string quartet', 'orchestra', 'kitchen', 'music room'],
      dtype=object)}",school,string quartet,orchestra,kitchen,,"Question: Where would you hear a violin along side many string and wind instruments? (A) school (B) string quartet (C) orchestra (D) kitchen. 
The correct response is: "," (B) string quartet 
The correct response is: (B) string quartet 
The correct response is: (B) string quartet 
The correct response is: (B) string quartet 
The correct response is: (B"
186,186,426,A,Where would you go if you want to buy some clothes?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['mall', 'grocery store', 'grocery store', 'shop', 'supermarket'],
      dtype=object)}",mall,grocery store,grocery store,shop,,"Question: Where would you go if you want to buy some clothes? (A) mall (B) grocery store (C) grocery store (D) shop. 
The correct response is: "," (D) shop 
The correct response is: (D) shop 
The correct response is: (D) shop 
The correct response is: (D) shop 
The correct response is: (D) shop 
The correct response"
187,187,836,A,What can happen when you contemplate alone for a long time?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['daydream', 'headache', 'get ideas', 'sleep', 'become distracted'],
      dtype=object)}",daydream,headache,get ideas,sleep,,"Question: What can happen when you contemplate alone for a long time? (A) daydream (B) headache (C) get ideas (D) sleep. 
The correct response is: "," (B) headache 
The correct response is: (B) headache 
The correct response is: (B) headache 
The correct response is: (B) headache 
The correct response is: (B) headache "
188,188,889,A,"The teacher played on the upright piano, she was explaining the song to all the students in the what?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['music room', 'bathroom', 'house', 'living room', 'music store'],
      dtype=object)}",music room,bathroom,house,living room,,"Question: The teacher played on the upright piano, she was explaining the song to all the students in the what? (A) music room (B) bathroom (C) house (D) living room. 
The correct response is: "," (A) music room 
The student should choose: All of these 
The correct response is: (A) music room 
The student should choose: All of these 
The correct response is: (A"
189,189,954,D,Where are sheep likely to live?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['school', 'meadow', 'lamb', 'farm', 'fairgrounds'], dtype=object)}",school,meadow,lamb,farm,,"Question: Where are sheep likely to live? (A) school (B) meadow (C) lamb (D) farm. 
The correct response is: "," (B) meadow 
The correct response is: (B) meadow 
The correct response is: (B) meadow 
The correct response is: (B) meadow 
The correct response is: (B) meadow 
The correct response is: (B)"
190,190,502,B,Where are required to carry books all day?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array([""friend's house"", 'university', 'large city', 'storage', 'table'],
      dtype=object)}",friend's house,university,large city,storage,,"Question: Where are required to carry books all day? (A) friend's house (B) university (C) large city (D) storage. 
The correct response is: "," (B) university 
The correct response is: (B) university 
The correct response is: (B) university 
The correct response is: (B) university 
The correct response is: (B) university 
The correct response is: (B) university"
191,191,1089,B,What is the purpose of playing games for children?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['winning', 'learning', 'losing', 'fatigue', 'skill'], dtype=object)}",winning,learning,losing,fatigue,,"Question: What is the purpose of playing games for children? (A) winning (B) learning (C) losing (D) fatigue. 
The correct response is: "," (B) learning 
The correct response is: (B) learning 
The correct response is: (B) learning 
The correct response is: (B) learning 
The correct response is: (B) learning 
The correct response is: (B) learning 
"
192,192,1113,D,The place where my linen closet is really needs repainting a light color as it only has one overhead light.,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['house', 'home', 'pool house', 'hallway', 'bedroom'], dtype=object)}",house,home,pool house,hallway,,"Question: The place where my linen closet is really needs repainting a light color as it only has one overhead light. (A) house (B) home (C) pool house (D) hallway. 
The correct response is: "," (D) hallway 
The correct response question is: Which of these is a shared characteristic of all these? 
The other options are: (A) all have a backyard (B) all have a"
193,193,246,C,What is a wet person likely to do?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['gain weight', 'thank god', 'catch cold', 'suicide',
       'cross street'], dtype=object)}",gain weight,thank god,catch cold,suicide,,"Question: What is a wet person likely to do? (A) gain weight (B) thank god (C) catch cold (D) suicide. 
The correct response is: "," (C) catch cold 
The correct response question is: A person is wet from the shower and is likely to  (A) gain weight (B) thank god (C) catch cold (D) suicide 
The correct response is: (C) catch cold "
194,194,442,B,what do you fill with ink to write?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['squid', 'fountain pen', 'pencil case', 'newspaper', 'printer'],
      dtype=object)}",squid,fountain pen,pencil case,newspaper,,"Question: what do you fill with ink to write? (A) squid (B) fountain pen (C) pencil case (D) newspaper. 
The correct response is: "," (B) fountain pen 
The correct response is: none of these 
The correct response is: (B) fountain pen 
The correct response is: none of these 
The correct response is: (B) fountain pen"
195,195,521,C,"When people are playing a game, what is their motivation to play?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['believe in god', 'dance', 'desire to win', 'destroy each other',
       'run amok'], dtype=object)}",believe in god,dance,desire to win,destroy each other,,"Question: When people are playing a game, what is their motivation to play? (A) believe in god (B) dance (C) desire to win (D) destroy each other. 
The correct response is: "," (C) desire to win 
The correct response is: (C) desire to win 
The correct response is: (C) desire to win 
The correct response is: (C) desire to win 
The correct response is"
