,level_0,index,answerKey,question,choices,A,B,C,D,full_question,full_question_test,res_finetuned
154,154,691,C,"If somebody buys something and gives it to me as a free gift, what is the cost status of the gift?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['deadly', 'imprisoned', 'paid for', 'expensive', 'in prison'],
      dtype=object)}",deadly,imprisoned,paid for,expensive,,"Question: If somebody buys something and gives it to me as a free gift, what is the cost status of the gift? (A) deadly (B) imprisoned (C) paid for (D) expensive. 
The correct response is: "," (C) paid for 
The cost status of the gift is: paid for 
The person giving the gift paid for it 
The person receiving the gift got it for free 
The gift is an unw"
155,155,862,C,Where would you display a picture on a horizontal surface?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['microwave', 'desktop', 'shelf', 'art show', 'wall'], dtype=object)}",microwave,desktop,shelf,art show,,"Question: Where would you display a picture on a horizontal surface? (A) microwave (B) desktop (C) shelf (D) art show. 
The correct response is: "," (C) shelf  
The reason is: Shelves are for holding objects horizontally 
The correct response is: (C) shelf 
The reason is: Shelves are for holding objects horizontally 
The correct response is:"
156,156,468,B,What would you put coins into to make it work?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['stove', 'water fountain', 'desk', 'purse', 'jar'], dtype=object)}",stove,water fountain,desk,purse,,"Question: What would you put coins into to make it work? (A) stove (B) water fountain (C) desk (D) purse. 
The correct response is: "," (D) purse  
The reason is: A circuit requires electricity to work, so a container of coins would be unnecessary 
The correct response is: (D) purse 
The reason is: A circuit requires electricity to work"
157,157,98,B,What would you be unable to do if you have too much greed?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['keep things', 'make friends', 'play poker', 'conquer opponent',
       'lie'], dtype=object)}",keep things,make friends,play poker,conquer opponent,,"Question: What would you be unable to do if you have too much greed? (A) keep things (B) make friends (C) play poker (D) conquer opponent. 
The correct response is: "," (D) conquer opponent 
The correct response is: (D) conquer opponent 
The correct response is: (D) conquer opponent 
The correct response is: (D) conquer opponent 
The correct response is"
158,158,340,A,What is someone usually doing if someone else is talking to him or her?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['listening', 'language', 'looking at eyes',
       'planning the perfect murder', 'voice'], dtype=object)}",listening,language,looking at eyes,planning the perfect murder,,"Question: What is someone usually doing if someone else is talking to him or her? (A) listening (B) language (C) looking at eyes (D) planning the perfect murder. 
The correct response is: "," (A) listening 
The correct response is: (A) listening 
The correct response is: (A) listening 
The correct response is: (A) listening 
The correct response is: (A) listening 
The correct"
159,159,459,C,Where would a person live that isn't in the metro area but still has good schools?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['woods', 'bed', 'suburbs', 'rural', 'neighborhood'], dtype=object)}",woods,bed,suburbs,rural,,"Question: Where would a person live that isn't in the metro area but still has good schools? (A) woods (B) bed (C) suburbs (D) rural. 
The correct response is: "," (D) rural  
The correct response is: (D) rural 
The correct response is: (D) rural 
The correct response is: (D) rural 
The correct response is: (D) rural "
160,160,745,B,Where do you keep your pizza slice before you eat it?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['table', 'plate', 'restaurant', 'oven', 'popular'], dtype=object)}",table,plate,restaurant,oven,,"Question: Where do you keep your pizza slice before you eat it? (A) table (B) plate (C) restaurant (D) oven. 
The correct response is: "," (D) oven 
The correct response is: (D) oven 
The correct response is: (D) oven 
The correct response is: (D) oven 
The correct response is: (D) oven 
The correct response"
161,161,1045,C,What do parents tell a child to do on the weekend?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['study', 'begin school', 'go out to play', 'row boat',
       'clean room'], dtype=object)}",study,begin school,go out to play,row boat,,"Question: What do parents tell a child to do on the weekend? (A) study (B) begin school (C) go out to play (D) row boat. 
The correct response is: "," (C) go out to play  
The child is unlikely to be told to: (A) study 
The child is unlikely to be told to: (D) row boat 
The child might be told to: (B) begin school "
162,162,1196,D,John felt a snake slither over him as he rested.  He was afraid to raise his covers for fear of startling it.  Where might he be?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['pet shops', 'oklahoma', 'basement', 'bedroom', 'dreams'],
      dtype=object)}",pet shops,oklahoma,basement,bedroom,,"Question: John felt a snake slither over him as he rested.  He was afraid to raise his covers for fear of startling it.  Where might he be? (A) pet shops (B) oklahoma (C) basement (D) bedroom. 
The correct response is: "," (B) oklahoma 
The snake John felt was likely a Western Diamondback Rattlesnake, which is found in the southern United States"
163,163,997,C,"Joe's cat smelled something delicious and jumped into this, causing him to panic and fear for its life. Where might it have jumped?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['meat loaf', 'bedroom', 'microwave', 'living room', 'floor'],
      dtype=object)}",meat loaf,bedroom,microwave,living room,,"Question: Joe's cat smelled something delicious and jumped into this, causing him to panic and fear for its life. Where might it have jumped? (A) meat loaf (B) bedroom (C) microwave (D) living room. 
The correct response is: "," (C) microwave 
The cat jumped into the microwave 
The correct response is: (C) microwave 
The"
164,164,448,D,Where would a cat snuggle up with their human?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['floor', 'humane society', 'bed', 'comfortable chair',
       'window sill'], dtype=object)}",floor,humane society,bed,comfortable chair,,"Question: Where would a cat snuggle up with their human? (A) floor (B) humane society (C) bed (D) comfortable chair. 
The correct response is: "," (D) comfortable chair  
The human would likely sleep in a bed, but the cat will sleep where the human does, so they will both be in: (D) comfortable chair 
The correct response is: (D) comfortable chair 
The human would likely"
165,165,1095,C,"She wanted to get in shape, but she couldn't stay focused on the hour long what?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['sweating', 'excercise', 'work out', 'video', 'swim'], dtype=object)}",sweating,excercise,work out,video,,"Question: She wanted to get in shape, but she couldn't stay focused on the hour long what? (A) sweating (B) excercise (C) work out (D) video. 
The correct response is: "," (D) video 
The correct response is: (D) video 
The correct response is: (D) video 
The correct response is: (D) video 
The correct response is: (D)"
166,166,517,B,"He kept plugging away in his cubicle, it seemed he was the only person not called into the what?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['building', 'conference', 'assessment', 'demonstration', 'garage'],
      dtype=object)}",building,conference,assessment,demonstration,,"Question: He kept plugging away in his cubicle, it seemed he was the only person not called into the what? (A) building (B) conference (C) assessment (D) demonstration. 
The correct response is: "," (D) demonstration 
The correct response is: (D) demonstration 
The correct response is: (D) demonstration 
The correct response is: (D) demonstration 
The correct response is"
167,167,1022,A,What is unlikely to get bugs on its windshield due to bugs' inability to reach it when it is moving?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['airplane', 'scooter', 'motorboat', 'car', 'motor vehicle'],
      dtype=object)}",airplane,scooter,motorboat,car,,"Question: What is unlikely to get bugs on its windshield due to bugs' inability to reach it when it is moving? (A) airplane (B) scooter (C) motorboat (D) car. 
The correct response is: "," (A) airplane  
The correct response is: Airplane  (B) scooter  (C) motorboat  (D) car 
The correct response is: ("
168,168,92,D,"Anybody could be hired in the kitchen, what was needed of them?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['forget', 'oil squeaky hinge', 'question authority', 'wash dishes',
       'oik squeaky hinge'], dtype=object)}",forget,oil squeaky hinge,question authority,wash dishes,,"Question: Anybody could be hired in the kitchen, what was needed of them? (A) forget (B) oil squeaky hinge (C) question authority (D) wash dishes. 
The correct response is: "," (D) wash dishes  
The kitchen is a democratic workplace, so all cooks are required to wash their own dishes. 
The correct response is: (D) wash"
169,169,164,C,Where would someone purchase an upright piano?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['music class', 'college', 'music store', 'music room',
       'music band'], dtype=object)}",music class,college,music store,music room,,"Question: Where would someone purchase an upright piano? (A) music class (B) college (C) music store (D) music room. 
The correct response is: "," (C) music store  
The correct response is: (C) music store 
The correct response is: (C) music store 
The correct response is: (C) music store 
The correct response is: (C) music store 
The correct response"
